slug,lang,publicUrl,httpStatus,canonical,canonicalOk,title,brandCount,h1Count,h1Text,hreflangEs,hreflangEn,hreflangFr,hreflangXDefault,isReciprocal,passed
"penthouse-amueblado-rooftop-picuzzi-white-sands","en","https://www.puntacanainvestmentsrd.com/en/properties/penthouse-amueblado-rooftop-picuzzi-white-sands",200,"https://www.puntacanainvestmentsrd.com/en/properties/penthouse-amueblado-rooftop-picuzzi-white-sands",true,"Furnished Penthouse with Rooftop &amp; Picuzzi in White Sands | Punta Cana Investments",1,1,"Spectacular Furnished Penthouse with Private Rooftop and Picuzzi in White Sands","https://www.puntacanainvestmentsrd.com/es/properties/penthouse-amueblado-rooftop-picuzzi-white-sands","https://www.puntacanainvestmentsrd.com/en/properties/penthouse-amueblado-rooftop-picuzzi-white-sands","https://www.puntacanainvestmentsrd.com/fr/properties/penthouse-amueblado-rooftop-picuzzi-white-sands","https://www.puntacanainvestmentsrd.com/en/properties/penthouse-amueblado-rooftop-picuzzi-white-sands",true,true
"penthouse-amueblado-rooftop-picuzzi-white-sands","fr","https://www.puntacanainvestmentsrd.com/fr/properties/penthouse-amueblado-rooftop-picuzzi-white-sands",200,"https://www.puntacanainvestmentsrd.com/fr/properties/penthouse-amueblado-rooftop-picuzzi-white-sands",true,"Penthouse Meublé avec Rooftop et Picuzzi à White Sands | Punta Cana Investments",1,1,"Spectaculaire Penthouse Meublé avec Rooftop Privé et Picuzzi à White Sands","https://www.puntacanainvestmentsrd.com/es/properties/penthouse-amueblado-rooftop-picuzzi-white-sands","https://www.puntacanainvestmentsrd.com/en/properties/penthouse-amueblado-rooftop-picuzzi-white-sands","https://www.puntacanainvestmentsrd.com/fr/properties/penthouse-amueblado-rooftop-picuzzi-white-sands","https://www.puntacanainvestmentsrd.com/en/properties/penthouse-amueblado-rooftop-picuzzi-white-sands",true,true
"apartamento-loft-soto-grande-cap-cana","es","https://www.puntacanainvestmentsrd.com/es/properties/apartamento-loft-soto-grande-cap-cana",200,"https://www.puntacanainvestmentsrd.com/es/properties/apartamento-loft-soto-grande-cap-cana",true,"Apartamentos | Loft Soto Grande Cap Cana | Punta Cana Investments",1,1,"Apartamentos | Loft Soto Grande Cap Cana","https://www.puntacanainvestmentsrd.com/es/properties/apartamento-loft-soto-grande-cap-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamento-loft-soto-grande-cap-cana","https://www.puntacanainvestmentsrd.com/fr/properties/apartamento-loft-soto-grande-cap-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamento-loft-soto-grande-cap-cana",true,true
"apartamento-loft-soto-grande-cap-cana","en","https://www.puntacanainvestmentsrd.com/en/properties/apartamento-loft-soto-grande-cap-cana",200,"https://www.puntacanainvestmentsrd.com/en/properties/apartamento-loft-soto-grande-cap-cana",true,"Apartamentos | Loft Soto Grande Cap Cana | Punta Cana Investments",1,1,"Apartments | Loft Soto Grande Cap Cana","https://www.puntacanainvestmentsrd.com/es/properties/apartamento-loft-soto-grande-cap-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamento-loft-soto-grande-cap-cana","https://www.puntacanainvestmentsrd.com/fr/properties/apartamento-loft-soto-grande-cap-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamento-loft-soto-grande-cap-cana",true,true
"apartamento-loft-soto-grande-cap-cana","fr","https://www.puntacanainvestmentsrd.com/fr/properties/apartamento-loft-soto-grande-cap-cana",200,"https://www.puntacanainvestmentsrd.com/fr/properties/apartamento-loft-soto-grande-cap-cana",true,"Apartamentos | Loft Soto Grande Cap Cana | Punta Cana Investments",1,1,"Appartements | Loft Soto Grande Cap Cana","https://www.puntacanainvestmentsrd.com/es/properties/apartamento-loft-soto-grande-cap-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamento-loft-soto-grande-cap-cana","https://www.puntacanainvestmentsrd.com/fr/properties/apartamento-loft-soto-grande-cap-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamento-loft-soto-grande-cap-cana",true,true
"apartamentos-balcones-de-brisas-punta-cana","es","https://www.puntacanainvestmentsrd.com/es/properties/apartamentos-balcones-de-brisas-punta-cana",200,"https://www.puntacanainvestmentsrd.com/es/properties/apartamentos-balcones-de-brisas-punta-cana",true,"Apartamentos | Balcones de Brisas Punta Cana | Punta Cana Investments",1,1,"Apartamentos | Balcones de Brisas Punta Cana","https://www.puntacanainvestmentsrd.com/es/properties/apartamentos-balcones-de-brisas-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-balcones-de-brisas-punta-cana","https://www.puntacanainvestmentsrd.com/fr/properties/apartamentos-balcones-de-brisas-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-balcones-de-brisas-punta-cana",true,true
"apartamentos-balcones-de-brisas-punta-cana","en","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-balcones-de-brisas-punta-cana",200,"https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-balcones-de-brisas-punta-cana",true,"Apartamentos | Balcones de Brisas Punta Cana | Punta Cana Investments",1,1,"Apartments | Balcones de Brisas Punta Cana","https://www.puntacanainvestmentsrd.com/es/properties/apartamentos-balcones-de-brisas-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-balcones-de-brisas-punta-cana","https://www.puntacanainvestmentsrd.com/fr/properties/apartamentos-balcones-de-brisas-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-balcones-de-brisas-punta-cana",true,true
"apartamentos-balcones-de-brisas-punta-cana","fr","https://www.puntacanainvestmentsrd.com/fr/properties/apartamentos-balcones-de-brisas-punta-cana",200,"https://www.puntacanainvestmentsrd.com/fr/properties/apartamentos-balcones-de-brisas-punta-cana",true,"Apartamentos | Balcones de Brisas Punta Cana | Punta Cana Investments",1,1,"Appartements | Balcons Brisas Punta Cana","https://www.puntacanainvestmentsrd.com/es/properties/apartamentos-balcones-de-brisas-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-balcones-de-brisas-punta-cana","https://www.puntacanainvestmentsrd.com/fr/properties/apartamentos-balcones-de-brisas-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-balcones-de-brisas-punta-cana",true,true
"apartamentos-city-place-downtown-punta-cana","es","https://www.puntacanainvestmentsrd.com/es/properties/apartamentos-city-place-downtown-punta-cana",200,"https://www.puntacanainvestmentsrd.com/es/properties/apartamentos-city-place-downtown-punta-cana",true,"Apartamentos | City Place Downtown Punta Cana | Punta Cana Investments",1,1,"Apartamentos | City Place Downtown Punta Cana","https://www.puntacanainvestmentsrd.com/es/properties/apartamentos-city-place-downtown-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-city-place-downtown-punta-cana","https://www.puntacanainvestmentsrd.com/fr/properties/apartamentos-city-place-downtown-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-city-place-downtown-punta-cana",true,true
"apartamentos-city-place-downtown-punta-cana","en","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-city-place-downtown-punta-cana",200,"https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-city-place-downtown-punta-cana",true,"Apartamentos | City Place Downtown Punta Cana | Punta Cana Investments",1,1,"Apartments | City Place Downtown Punta Cana","https://www.puntacanainvestmentsrd.com/es/properties/apartamentos-city-place-downtown-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-city-place-downtown-punta-cana","https://www.puntacanainvestmentsrd.com/fr/properties/apartamentos-city-place-downtown-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-city-place-downtown-punta-cana",true,true
"apartamentos-city-place-downtown-punta-cana","fr","https://www.puntacanainvestmentsrd.com/fr/properties/apartamentos-city-place-downtown-punta-cana",200,"https://www.puntacanainvestmentsrd.com/fr/properties/apartamentos-city-place-downtown-punta-cana",true,"Apartamentos | City Place Downtown Punta Cana | Punta Cana Investments",1,1,"Appartements | City Place Centre-ville de Punta Cana","https://www.puntacanainvestmentsrd.com/es/properties/apartamentos-city-place-downtown-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-city-place-downtown-punta-cana","https://www.puntacanainvestmentsrd.com/fr/properties/apartamentos-city-place-downtown-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-city-place-downtown-punta-cana",true,true
"apartamentos-the-beach-punta-cana","es","https://www.puntacanainvestmentsrd.com/es/properties/apartamentos-the-beach-punta-cana",200,"https://www.puntacanainvestmentsrd.com/es/properties/apartamentos-the-beach-punta-cana",true,"Apartamentos | The Beach Punta Cana City Place | Punta Cana Investments",1,1,"Apartamentos | The Beach Punta Cana City Place","https://www.puntacanainvestmentsrd.com/es/properties/apartamentos-the-beach-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-the-beach-punta-cana","https://www.puntacanainvestmentsrd.com/fr/properties/apartamentos-the-beach-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-the-beach-punta-cana",true,true
"apartamentos-the-beach-punta-cana","en","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-the-beach-punta-cana",200,"https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-the-beach-punta-cana",true,"Apartamentos | The Beach Punta Cana City Place | Punta Cana Investments",1,1,"Apartments | The Beach Punta Cana City Place","https://www.puntacanainvestmentsrd.com/es/properties/apartamentos-the-beach-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-the-beach-punta-cana","https://www.puntacanainvestmentsrd.com/fr/properties/apartamentos-the-beach-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-the-beach-punta-cana",true,true
"apartamentos-the-beach-punta-cana","fr","https://www.puntacanainvestmentsrd.com/fr/properties/apartamentos-the-beach-punta-cana",200,"https://www.puntacanainvestmentsrd.com/fr/properties/apartamentos-the-beach-punta-cana",true,"Apartamentos | The Beach Punta Cana City Place | Punta Cana Investments",1,1,"Appartements | La plage Punta Cana City Place","https://www.puntacanainvestmentsrd.com/es/properties/apartamentos-the-beach-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-the-beach-punta-cana","https://www.puntacanainvestmentsrd.com/fr/properties/apartamentos-the-beach-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-the-beach-punta-cana",true,true
"apartamentos-tropical-breeze-brisas-punta-cana","es","https://www.puntacanainvestmentsrd.com/es/properties/apartamentos-tropical-breeze-brisas-punta-cana",200,"https://www.puntacanainvestmentsrd.com/es/properties/apartamentos-tropical-breeze-brisas-punta-cana",true,"Apartamentos | Tropical Breeze Brisas Punta Cana | Punta Cana Investments",1,1,"Apartamentos | Tropical Breeze Brisas Punta Cana","https://www.puntacanainvestmentsrd.com/es/properties/apartamentos-tropical-breeze-brisas-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-tropical-breeze-brisas-punta-cana","https://www.puntacanainvestmentsrd.com/fr/properties/apartamentos-tropical-breeze-brisas-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-tropical-breeze-brisas-punta-cana",true,true
"apartamentos-tropical-breeze-brisas-punta-cana","en","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-tropical-breeze-brisas-punta-cana",200,"https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-tropical-breeze-brisas-punta-cana",true,"Apartamentos | Tropical Breeze Brisas Punta Cana | Punta Cana Investments",1,1,"Apartments | Tropical Breeze Brisas Punta Cana","https://www.puntacanainvestmentsrd.com/es/properties/apartamentos-tropical-breeze-brisas-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-tropical-breeze-brisas-punta-cana","https://www.puntacanainvestmentsrd.com/fr/properties/apartamentos-tropical-breeze-brisas-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-tropical-breeze-brisas-punta-cana",true,true
"apartamentos-tropical-breeze-brisas-punta-cana","fr","https://www.puntacanainvestmentsrd.com/fr/properties/apartamentos-tropical-breeze-brisas-punta-cana",200,"https://www.puntacanainvestmentsrd.com/fr/properties/apartamentos-tropical-breeze-brisas-punta-cana",true,"Apartamentos | Tropical Breeze Brisas Punta Cana | Punta Cana Investments",1,1,"Appartements | Brise tropicale Brisas Punta Cana","https://www.puntacanainvestmentsrd.com/es/properties/apartamentos-tropical-breeze-brisas-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-tropical-breeze-brisas-punta-cana","https://www.puntacanainvestmentsrd.com/fr/properties/apartamentos-tropical-breeze-brisas-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/apartamentos-tropical-breeze-brisas-punta-cana",true,true
"condos-cruise-on-land-resort-punta-cana","es","https://www.puntacanainvestmentsrd.com/es/properties/condos-cruise-on-land-resort-punta-cana",200,"https://www.puntacanainvestmentsrd.com/es/properties/condos-cruise-on-land-resort-punta-cana",true,"Condos | Cruise On Land Resort Punta Cana | Punta Cana Investments",1,1,"Condos | Cruise On Land Resort Punta Cana","https://www.puntacanainvestmentsrd.com/es/properties/condos-cruise-on-land-resort-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/condos-cruise-on-land-resort-punta-cana","https://www.puntacanainvestmentsrd.com/fr/properties/condos-cruise-on-land-resort-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/condos-cruise-on-land-resort-punta-cana",true,true
"condos-cruise-on-land-resort-punta-cana","en","https://www.puntacanainvestmentsrd.com/en/properties/condos-cruise-on-land-resort-punta-cana",200,"https://www.puntacanainvestmentsrd.com/en/properties/condos-cruise-on-land-resort-punta-cana",true,"Condos | Cruise On Land Resort Punta Cana | Punta Cana Investments",1,1,"Condos | Cruise On Land Resort Punta Cana","https://www.puntacanainvestmentsrd.com/es/properties/condos-cruise-on-land-resort-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/condos-cruise-on-land-resort-punta-cana","https://www.puntacanainvestmentsrd.com/fr/properties/condos-cruise-on-land-resort-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/condos-cruise-on-land-resort-punta-cana",true,true
"condos-cruise-on-land-resort-punta-cana","fr","https://www.puntacanainvestmentsrd.com/fr/properties/condos-cruise-on-land-resort-punta-cana",200,"https://www.puntacanainvestmentsrd.com/fr/properties/condos-cruise-on-land-resort-punta-cana",true,"Condos | Cruise On Land Resort Punta Cana | Punta Cana Investments",1,1,"Condos | Croisière sur terre Resort Punta Cana","https://www.puntacanainvestmentsrd.com/es/properties/condos-cruise-on-land-resort-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/condos-cruise-on-land-resort-punta-cana","https://www.puntacanainvestmentsrd.com/fr/properties/condos-cruise-on-land-resort-punta-cana","https://www.puntacanainvestmentsrd.com/en/properties/condos-cruise-on-land-resort-punta-cana",true,true
"terreno-desarrollo-hotelero-playa-esmeralda-miches","es","https://www.puntacanainvestmentsrd.com/es/properties/terreno-desarrollo-hotelero-playa-esmeralda-miches",200,"https://www.puntacanainvestmentsrd.com/es/properties/terreno-desarrollo-hotelero-playa-esmeralda-miches",true,"Terreno en Playa Esmeralda | Oportunidad de Desarrollo Hotelero | Miches Real Estate | Punta Cana Investments",1,1,"Terreno en Playa Esmeralda | Oportunidad de Desarrollo Hotelero o Residencial de Lujo","https://www.puntacanainvestmentsrd.com/es/properties/terreno-desarrollo-hotelero-playa-esmeralda-miches","https://www.puntacanainvestmentsrd.com/en/properties/terreno-desarrollo-hotelero-playa-esmeralda-miches","https://www.puntacanainvestmentsrd.com/fr/properties/terreno-desarrollo-hotelero-playa-esmeralda-miches","https://www.puntacanainvestmentsrd.com/en/properties/terreno-desarrollo-hotelero-playa-esmeralda-miches",true,true
"terreno-desarrollo-hotelero-playa-esmeralda-miches","en","https://www.puntacanainvestmentsrd.com/en/properties/terreno-desarrollo-hotelero-playa-esmeralda-miches",200,"https://www.puntacanainvestmentsrd.com/en/properties/terreno-desarrollo-hotelero-playa-esmeralda-miches",true,"Beachfront Land in Playa Esmeralda | Hotel Development Opportunity | Miches Real Estate | Punta Cana Investments",1,1,"Playa Esmeralda Beachfront Land | Luxury Hotel or Residential Development Opportunity","https://www.puntacanainvestmentsrd.com/es/properties/terreno-desarrollo-hotelero-playa-esmeralda-miches","https://www.puntacanainvestmentsrd.com/en/properties/terreno-desarrollo-hotelero-playa-esmeralda-miches","https://www.puntacanainvestmentsrd.com/fr/properties/terreno-desarrollo-hotelero-playa-esmeralda-miches","https://www.puntacanainvestmentsrd.com/en/properties/terreno-desarrollo-hotelero-playa-esmeralda-miches",true,true
"terreno-desarrollo-hotelero-playa-esmeralda-miches","fr","https://www.puntacanainvestmentsrd.com/fr/properties/terreno-desarrollo-hotelero-playa-esmeralda-miches",200,"https://www.puntacanainvestmentsrd.com/fr/properties/terreno-desarrollo-hotelero-playa-esmeralda-miches",true,"Terrain à Playa Esmeralda | Opportunité de Développement Hôtelier | Immobilier Miches | Punta Cana Investments",1,1,"Terrain à Playa Esmeralda | Opportunité de Développement Hôtelier ou Résidentiel de Luxe","https://www.puntacanainvestmentsrd.com/es/properties/terreno-desarrollo-hotelero-playa-esmeralda-miches","https://www.puntacanainvestmentsrd.com/en/properties/terreno-desarrollo-hotelero-playa-esmeralda-miches","https://www.puntacanainvestmentsrd.com/fr/properties/terreno-desarrollo-hotelero-playa-esmeralda-miches","https://www.puntacanainvestmentsrd.com/en/properties/terreno-desarrollo-hotelero-playa-esmeralda-miches",true,true
"terreno-exclusivo-playa-limon-miches","es","https://www.puntacanainvestmentsrd.com/es/properties/terreno-exclusivo-playa-limon-miches",200,"https://www.puntacanainvestmentsrd.com/es/properties/terreno-exclusivo-playa-limon-miches",true,"Terreno en Playa Limón | Oportunidad de Desarrollo | Miches Real Estate | Punta Cana Investments",1,1,"Terreno en Playa Limón | Joya de Inversión Boutique al lado de Laguna Limón","https://www.puntacanainvestmentsrd.com/es/properties/terreno-exclusivo-playa-limon-miches","https://www.puntacanainvestmentsrd.com/en/properties/terreno-exclusivo-playa-limon-miches","https://www.puntacanainvestmentsrd.com/fr/properties/terreno-exclusivo-playa-limon-miches","https://www.puntacanainvestmentsrd.com/en/properties/terreno-exclusivo-playa-limon-miches",true,true
"terreno-exclusivo-playa-limon-miches","en","https://www.puntacanainvestmentsrd.com/en/properties/terreno-exclusivo-playa-limon-miches",200,"https://www.puntacanainvestmentsrd.com/en/properties/terreno-exclusivo-playa-limon-miches",true,"Beachfront Land in Playa Limón | Hotel Development Opportunity | Miches Real Estate | Punta Cana Investments",1,1,"Beachfront Land in Playa Limón | Boutique Investment Gem adjacent to Laguna Limón","https://www.puntacanainvestmentsrd.com/es/properties/terreno-exclusivo-playa-limon-miches","https://www.puntacanainvestmentsrd.com/en/properties/terreno-exclusivo-playa-limon-miches","https://www.puntacanainvestmentsrd.com/fr/properties/terreno-exclusivo-playa-limon-miches","https://www.puntacanainvestmentsrd.com/en/properties/terreno-exclusivo-playa-limon-miches",true,true
